Año,Mes,Operador,Motivo de reclamo,Número de reclamos
2018,10,TELECENTRO S.A.,Facturación,14
2018,10,TELECENTRO S.A.,Gestiones Administrativas,26
2018,10,TELECENTRO S.A.,Otros,10
2018,10,TELECENTRO S.A.,Problemas Técnicos,17
2018,10,Telecom Argentina S.A.,Facturación,122
2018,10,Telecom Argentina S.A.,Gestiones Administrativas,166
2018,10,Telecom Argentina S.A.,Otros,26
2018,10,Telecom Argentina S.A.,Problemas Técnicos,575
2018,10,Telefonica de Argentina S.A.,Facturación,122
2018,10,Telefonica de Argentina S.A.,Gestiones Administrativas,244
2018,10,Telefonica de Argentina S.A.,Otros,11
2018,10,Telefonica de Argentina S.A.,Problemas Técnicos,623
2018,10,TELMEX Argentina S.A.,Gestiones Administrativas,4
2018,10,TELMEX Argentina S.A.,Problemas Técnicos,2
2018,9,Advance Telecomunicaciones S.A. (Speedy),Problemas Técnicos,2
2018,9,AMX Argentina S.A. (Claro),Facturación,7
2018,9,AMX Argentina S.A. (Claro),Gestiones Administrativas,7
2018,9,AMX Argentina S.A. (Claro),Otros,3
2018,9,AMX Argentina S.A. (Claro),Problemas Técnicos,15
2018,9,Arnet S.A.,Facturación,1
2018,9,Arnet S.A.,Gestiones Administrativas,1
2018,9,Arnet S.A.,Problemas Técnicos,6
2018,9,DIRECT TV Argentina S.A.L,Facturación,2
2018,9,DIRECT TV Argentina S.A.L,Gestiones Administrativas,13
2018,9,DIRECT TV Argentina S.A.L,Otros,1
2018,9,Fibertel S.A. (TCI),Facturación,1
2018,9,Fibertel S.A. (TCI),Gestiones Administrativas,2
2018,9,Fibertel S.A. (TCI),Otros,1
2018,9,Fibertel S.A. (TCI),Problemas Técnicos,4
2018,9,Movistar - Telefonica Moviles Argentina S.A.,Facturación,23
2018,9,Movistar - Telefonica Moviles Argentina S.A.,Gestiones Administrativas,18
2018,9,Movistar - Telefonica Moviles Argentina S.A.,Otros,30
2018,9,Movistar - Telefonica Moviles Argentina S.A.,Problemas Técnicos,21
2018,9,Nextel Communications Argentina S.A.,Otros,1
2018,9,Otros,Facturación,10
2018,9,Otros,Gestiones Administrativas,25
2018,9,Otros,Otros,3
2018,9,Otros,Problemas Técnicos,51
2018,9,PRIMA,Otros,1
2018,9,TELECENTRO S.A.,Facturación,15
2018,9,TELECENTRO S.A.,Gestiones Administrativas,25
2018,9,TELECENTRO S.A.,Otros,5
2018,9,TELECENTRO S.A.,Problemas Técnicos,44
2018,9,Telecom Argentina S.A.,Facturación,115
2018,9,Telecom Argentina S.A.,Gestiones Administrativas,153
2018,9,Telecom Argentina S.A.,Otros,25
2018,9,Telecom Argentina S.A.,Problemas Técnicos,497
2018,9,Telefonica de Argentina S.A.,Facturación,63
2018,9,Telefonica de Argentina S.A.,Gestiones Administrativas,183
2018,9,Telefonica de Argentina S.A.,Otros,6
2018,9,Telefonica de Argentina S.A.,Problemas Técnicos,389
2018,9,TELMEX Argentina S.A.,Facturación,4
2018,9,TELMEX Argentina S.A.,Gestiones Administrativas,4
2018,9,TELMEX Argentina S.A.,Problemas Técnicos,7
2018,8,Advance Telecomunicaciones S.A. (Speedy),Problemas Técnicos,6
2018,8,AMX Argentina S.A. (Claro),Facturación,15
2018,8,AMX Argentina S.A. (Claro),Gestiones Administrativas,3
2018,8,AMX Argentina S.A. (Claro),Otros,3
2018,8,AMX Argentina S.A. (Claro),Problemas Técnicos,25
2018,8,Arnet S.A.,Gestiones Administrativas,1
2018,8,Arnet S.A.,Problemas Técnicos,6
2018,8,DIRECT TV Argentina S.A.L,Facturación,7
2018,8,DIRECT TV Argentina S.A.L,Gestiones Administrativas,6
2018,8,DIRECT TV Argentina S.A.L,Otros,2
2018,8,DIRECT TV Argentina S.A.L,Problemas Técnicos,6
2018,8,Fibertel S.A. (TCI),Facturación,1
2018,8,Fibertel S.A. (TCI),Otros,3
2018,8,Fibertel S.A. (TCI),Problemas Técnicos,12
2018,8,Movistar - Telefonica Moviles Argentina S.A.,Facturación,33
2018,8,Movistar - Telefonica Moviles Argentina S.A.,Gestiones Administrativas,20
2018,8,Movistar - Telefonica Moviles Argentina S.A.,Otros,18
2018,8,Movistar - Telefonica Moviles Argentina S.A.,Problemas Técnicos,20
2018,8,Nextel Communications Argentina S.A.,Facturación,1
2018,8,Nextel Communications Argentina S.A.,Gestiones Administrativas,1
2018,8,Otros,Facturación,14
2018,8,Otros,Gestiones Administrativas,20
2018,8,Otros,Otros,8
2018,8,Otros,Problemas Técnicos,53
2018,8,PRIMA,Gestiones Administrativas,1
2018,8,SION S.A.,Problemas Técnicos,2
2018,8,TELECENTRO S.A.,Facturación,14
2018,8,TELECENTRO S.A.,Gestiones Administrativas,48
2018,8,TELECENTRO S.A.,Otros,7
2018,8,TELECENTRO S.A.,Problemas Técnicos,48
2018,8,Telecom Argentina S.A.,Facturación,154
2018,8,Telecom Argentina S.A.,Gestiones Administrativas,177
2018,8,Telecom Argentina S.A.,Otros,23
2018,8,Telecom Argentina S.A.,Problemas Técnicos,644
2018,8,Telefonica de Argentina S.A.,Facturación,84
2018,8,Telefonica de Argentina S.A.,Gestiones Administrativas,256
2018,8,Telefonica de Argentina S.A.,Otros,13
2018,8,Telefonica de Argentina S.A.,Problemas Técnicos,491
2018,8,TELMEX Argentina S.A.,Facturación,2
2018,8,TELMEX Argentina S.A.,Gestiones Administrativas,2
2018,8,TELMEX Argentina S.A.,Otros,1
2018,8,TELMEX Argentina S.A.,Problemas Técnicos,6
2018,7,Advance Telecomunicaciones S.A. (Speedy),Facturación,1
2018,7,Advance Telecomunicaciones S.A. (Speedy),Gestiones Administrativas,1
2018,7,Advance Telecomunicaciones S.A. (Speedy),Problemas Técnicos,4
2018,7,AMX Argentina S.A. (Claro),Facturación,6
2018,7,AMX Argentina S.A. (Claro),Gestiones Administrativas,4
2018,7,AMX Argentina S.A. (Claro),Otros,9
2018,7,AMX Argentina S.A. (Claro),Problemas Técnicos,12
2018,7,Arnet S.A.,Otros,1
2018,7,Arnet S.A.,Problemas Técnicos,6
2018,7,DIRECT TV Argentina S.A.L,Gestiones Administrativas,6
2018,7,DIRECT TV Argentina S.A.L,Otros,2
2018,7,DIRECT TV Argentina S.A.L,Problemas Técnicos,2
2018,7,Fibertel S.A. (TCI),Facturación,5
2018,7,Fibertel S.A. (TCI),Gestiones Administrativas,4
2018,7,Fibertel S.A. (TCI),Otros,8
2018,7,Fibertel S.A. (TCI),Problemas Técnicos,6
2018,7,Movistar - Telefonica Moviles Argentina S.A.,Facturación,28
2018,7,Movistar - Telefonica Moviles Argentina S.A.,Gestiones Administrativas,16
2018,7,Movistar - Telefonica Moviles Argentina S.A.,Otros,22
2018,7,Movistar - Telefonica Moviles Argentina S.A.,Problemas Técnicos,33
2018,7,Nextel Communications Argentina S.A.,Facturación,1
2018,7,Otros,Facturación,10
2018,7,Otros,Gestiones Administrativas,5
2018,7,Otros,Otros,4
2018,7,Otros,Problemas Técnicos,37
2018,7,SION S.A.,Gestiones Administrativas,1
2018,7,SION S.A.,Problemas Técnicos,2
2018,7,TELECENTRO S.A.,Facturación,13
2018,7,TELECENTRO S.A.,Gestiones Administrativas,33
2018,7,TELECENTRO S.A.,Otros,6
2018,7,TELECENTRO S.A.,Problemas Técnicos,28
2018,7,Telecom Argentina S.A.,Facturación,140
2018,7,Telecom Argentina S.A.,Gestiones Administrativas,183
2018,7,Telecom Argentina S.A.,Otros,29
2018,7,Telecom Argentina S.A.,Problemas Técnicos,729
2018,7,Telefonica de Argentina S.A.,Facturación,73
2018,7,Telefonica de Argentina S.A.,Gestiones Administrativas,218
2018,7,Telefonica de Argentina S.A.,Otros,7
2018,7,Telefonica de Argentina S.A.,Problemas Técnicos,418
2018,7,TELMEX Argentina S.A.,Facturación,1
2018,7,TELMEX Argentina S.A.,Gestiones Administrativas,1
2018,7,TELMEX Argentina S.A.,Problemas Técnicos,9
2018,6,Advance Telecomunicaciones S.A. (Speedy),Facturación,1
2018,6,Advance Telecomunicaciones S.A. (Speedy),Gestiones Administrativas,1
2018,6,Advance Telecomunicaciones S.A. (Speedy),Problemas Técnicos,2
2018,6,AMX Argentina S.A. (Claro),Facturación,5
2018,6,AMX Argentina S.A. (Claro),Gestiones Administrativas,6
2018,6,AMX Argentina S.A. (Claro),Problemas Técnicos,11
2018,6,Arnet S.A.,Facturación,2
2018,6,Arnet S.A.,Gestiones Administrativas,2
2018,6,Arnet S.A.,Problemas Técnicos,12
2018,6,DIRECT TV Argentina S.A.L,Facturación,6
2018,6,DIRECT TV Argentina S.A.L,Gestiones Administrativas,7
2018,6,DIRECT TV Argentina S.A.L,Otros,1
2018,6,DIRECT TV Argentina S.A.L,Problemas Técnicos,4
2018,6,Fibertel S.A. (TCI),Facturación,7
2018,6,Fibertel S.A. (TCI),Gestiones Administrativas,6
2018,6,Fibertel S.A. (TCI),Otros,10
2018,6,Fibertel S.A. (TCI),Problemas Técnicos,33
2018,6,Movistar - Telefonica Moviles Argentina S.A.,Facturación,34
2018,6,Movistar - Telefonica Moviles Argentina S.A.,Gestiones Administrativas,13
2018,6,Movistar - Telefonica Moviles Argentina S.A.,Otros,30
2018,6,Movistar - Telefonica Moviles Argentina S.A.,Problemas Técnicos,34
2018,6,Nextel Communications Argentina S.A.,Gestiones Administrativas,1
2018,6,NSS S.A.,Problemas Técnicos,2
2018,6,Otros,Facturación,5
2018,6,Otros,Gestiones Administrativas,2
2018,6,Otros,Otros,2
2018,6,Otros,Problemas Técnicos,27
2018,6,PRIMA,Gestiones Administrativas,1
2018,6,SION S.A.,Otros,1
2018,6,TELECENTRO S.A.,Facturación,7
2018,6,TELECENTRO S.A.,Gestiones Administrativas,46
2018,6,TELECENTRO S.A.,Otros,2
2018,6,TELECENTRO S.A.,Problemas Técnicos,45
2018,6,Telecom Argentina S.A.,Facturación,152
2018,6,Telecom Argentina S.A.,Gestiones Administrativas,174
2018,6,Telecom Argentina S.A.,Otros,30
2018,6,Telecom Argentina S.A.,Problemas Técnicos,758
2018,6,Telefonica de Argentina S.A.,Facturación,94
2018,6,Telefonica de Argentina S.A.,Gestiones Administrativas,199
2018,6,Telefonica de Argentina S.A.,Otros,6
2018,6,Telefonica de Argentina S.A.,Problemas Técnicos,358
2018,5,Advance Telecomunicaciones S.A. (Speedy),Gestiones Administrativas,1
2018,5,Advance Telecomunicaciones S.A. (Speedy),Problemas Técnicos,5
2018,5,AMX Argentina S.A. (Claro),Facturación,7
2018,5,AMX Argentina S.A. (Claro),Gestiones Administrativas,4
2018,5,AMX Argentina S.A. (Claro),Otros,1
2018,5,AMX Argentina S.A. (Claro),Problemas Técnicos,16
2018,5,Arnet S.A.,Facturación,1
2018,5,Arnet S.A.,Gestiones Administrativas,1
2018,5,Arnet S.A.,Problemas Técnicos,22
2018,5,DIRECT TV Argentina S.A.L,Facturación,3
2018,5,DIRECT TV Argentina S.A.L,Gestiones Administrativas,23
2018,5,DIRECT TV Argentina S.A.L,Otros,2
2018,5,DIRECT TV Argentina S.A.L,Problemas Técnicos,3
2018,5,Fibertel S.A. (TCI),Facturación,5
2018,5,Fibertel S.A. (TCI),Gestiones Administrativas,3
2018,5,Fibertel S.A. (TCI),Otros,3
2018,5,Fibertel S.A. (TCI),Problemas Técnicos,26
2018,5,Movistar - Telefonica Moviles Argentina S.A.,Facturación,26
2018,5,Movistar - Telefonica Moviles Argentina S.A.,Gestiones Administrativas,10
2018,5,Movistar - Telefonica Moviles Argentina S.A.,Otros,18
2018,5,Movistar - Telefonica Moviles Argentina S.A.,Problemas Técnicos,24
2018,5,Nextel Communications Argentina S.A.,Gestiones Administrativas,1
2018,5,Otros,Facturación,11
2018,5,Otros,Gestiones Administrativas,7
2018,5,Otros,Otros,3
2018,5,Otros,Problemas Técnicos,44
2018,5,SION S.A.,Gestiones Administrativas,1
2018,5,TELECENTRO S.A.,Facturación,11
2018,5,TELECENTRO S.A.,Gestiones Administrativas,40
2018,5,TELECENTRO S.A.,Otros,9
2018,5,TELECENTRO S.A.,Problemas Técnicos,66
2018,5,Telecom Argentina S.A.,Facturación,180
2018,5,Telecom Argentina S.A.,Gestiones Administrativas,232
2018,5,Telecom Argentina S.A.,Otros,23
2018,5,Telecom Argentina S.A.,Problemas Técnicos,1142
2018,5,Telefonica de Argentina S.A.,Facturación,121
2018,5,Telefonica de Argentina S.A.,Gestiones Administrativas,257
2018,5,Telefonica de Argentina S.A.,Otros,4
2018,5,Telefonica de Argentina S.A.,Problemas Técnicos,489
2018,4,Advance Telecomunicaciones S.A. (Speedy),Gestiones Administrativas,1
2018,4,Advance Telecomunicaciones S.A. (Speedy),Problemas Técnicos,4
2018,4,AMX Argentina S.A. (Claro),Facturación,5
2018,4,AMX Argentina S.A. (Claro),Gestiones Administrativas,5
2018,4,AMX Argentina S.A. (Claro),Otros,6
2018,4,AMX Argentina S.A. (Claro),Problemas Técnicos,11
2018,4,Arnet S.A.,Facturación,1
2018,4,Arnet S.A.,Gestiones Administrativas,4
2018,4,Arnet S.A.,Problemas Técnicos,19
2018,4,DIRECT TV Argentina S.A.L,Facturación,3
2018,4,DIRECT TV Argentina S.A.L,Gestiones Administrativas,16
2018,4,DIRECT TV Argentina S.A.L,Otros,2
2018,4,Fibertel S.A. (TCI),Facturación,4
2018,4,Fibertel S.A. (TCI),Gestiones Administrativas,1
2018,4,Fibertel S.A. (TCI),Otros,3
2018,4,Fibertel S.A. (TCI),Problemas Técnicos,8
2018,4,Movistar - Telefonica Moviles Argentina S.A.,Facturación,25
2018,4,Movistar - Telefonica Moviles Argentina S.A.,Gestiones Administrativas,14
2018,4,Movistar - Telefonica Moviles Argentina S.A.,Otros,36
2018,4,Movistar - Telefonica Moviles Argentina S.A.,Problemas Técnicos,11
2018,4,Netizen S.A.,Problemas Técnicos,1
2018,4,Nextel Communications Argentina S.A.,Gestiones Administrativas,2
2018,4,Otros,Facturación,5
2018,4,Otros,Gestiones Administrativas,7
2018,4,Otros,Otros,3
2018,4,Otros,Problemas Técnicos,20
2018,4,SION S.A.,Gestiones Administrativas,1
2018,4,TELECENTRO S.A.,Facturación,25
2018,4,TELECENTRO S.A.,Gestiones Administrativas,42
2018,4,TELECENTRO S.A.,Otros,3
2018,4,TELECENTRO S.A.,Problemas Técnicos,49
2018,4,Telecom Argentina S.A.,Facturación,230
2018,4,Telecom Argentina S.A.,Gestiones Administrativas,255
2018,4,Telecom Argentina S.A.,Otros,30
2018,4,Telecom Argentina S.A.,Problemas Técnicos,875
2018,4,Telefonica de Argentina S.A.,Facturación,82
2018,4,Telefonica de Argentina S.A.,Gestiones Administrativas,272
2018,4,Telefonica de Argentina S.A.,Otros,8
2018,4,Telefonica de Argentina S.A.,Problemas Técnicos,399
2018,3,Advance Telecomunicaciones S.A. (Speedy),Problemas Técnicos,6
2018,3,AMX Argentina S.A. (Claro),Facturación,3
2018,3,AMX Argentina S.A. (Claro),Gestiones Administrativas,6
2018,3,AMX Argentina S.A. (Claro),Otros,11
2018,3,AMX Argentina S.A. (Claro),Problemas Técnicos,20
2018,3,Arnet S.A.,Facturación,1
2018,3,Arnet S.A.,Gestiones Administrativas,3
2018,3,Arnet S.A.,Otros,1
2018,3,Arnet S.A.,Problemas Técnicos,11
2018,3,DIRECT TV Argentina S.A.L,Facturación,1
2018,3,DIRECT TV Argentina S.A.L,Gestiones Administrativas,7
2018,3,DIRECT TV Argentina S.A.L,Otros,3
2018,3,DIRECT TV Argentina S.A.L,Problemas Técnicos,3
2018,3,Fibertel S.A. (TCI),Gestiones Administrativas,3
2018,3,Fibertel S.A. (TCI),Otros,3
2018,3,Fibertel S.A. (TCI),Problemas Técnicos,20
2018,3,Movistar - Telefonica Moviles Argentina S.A.,Facturación,13
2018,3,Movistar - Telefonica Moviles Argentina S.A.,Gestiones Administrativas,15
2018,3,Movistar - Telefonica Moviles Argentina S.A.,Otros,21
2018,3,Movistar - Telefonica Moviles Argentina S.A.,Problemas Técnicos,5
2018,3,Nextel Communications Argentina S.A.,Facturación,1
2018,3,Otros,Facturación,1
2018,3,Otros,Gestiones Administrativas,2
2018,3,Otros,Otros,6
2018,3,Otros,Problemas Técnicos,15
2018,3,PRIMA,Otros,1
2018,3,SION S.A.,Gestiones Administrativas,1
2018,3,SION S.A.,Problemas Técnicos,2
2018,3,TELECENTRO S.A.,Facturación,9
2018,3,TELECENTRO S.A.,Gestiones Administrativas,41
2018,3,TELECENTRO S.A.,Otros,7
2018,3,TELECENTRO S.A.,Problemas Técnicos,71
2018,3,Telecom Argentina S.A.,Facturación,230
2018,3,Telecom Argentina S.A.,Gestiones Administrativas,285
2018,3,Telecom Argentina S.A.,Otros,39
2018,3,Telecom Argentina S.A.,Problemas Técnicos,1366
2018,3,Telefonica de Argentina S.A.,Facturación,114
2018,3,Telefonica de Argentina S.A.,Gestiones Administrativas,291
2018,3,Telefonica de Argentina S.A.,Otros,2
2018,3,Telefonica de Argentina S.A.,Problemas Técnicos,456
2018,2,Advance Telecomunicaciones S.A. (Speedy),Gestiones Administrativas,1
2018,2,Advance Telecomunicaciones S.A. (Speedy),Problemas Técnicos,7
2018,2,AMX Argentina S.A. (Claro),Facturación,2
2018,2,AMX Argentina S.A. (Claro),Gestiones Administrativas,3
2018,2,AMX Argentina S.A. (Claro),Otros,5
2018,2,AMX Argentina S.A. (Claro),Problemas Técnicos,10
2018,2,Arnet S.A.,Facturación,2
2018,2,Arnet S.A.,Gestiones Administrativas,1
2018,2,Arnet S.A.,Problemas Técnicos,15
2018,2,DIRECT TV Argentina S.A.L,Facturación,1
2018,2,DIRECT TV Argentina S.A.L,Gestiones Administrativas,5
2018,2,DIRECT TV Argentina S.A.L,Otros,2
2018,2,DIRECT TV Argentina S.A.L,Problemas Técnicos,2
2018,2,Fibertel S.A. (TCI),Facturación,4
2018,2,Fibertel S.A. (TCI),Gestiones Administrativas,1
2018,2,Fibertel S.A. (TCI),Otros,5
2018,2,Fibertel S.A. (TCI),Problemas Técnicos,23
2018,2,Movistar - Telefonica Moviles Argentina S.A.,Facturación,14
2018,2,Movistar - Telefonica Moviles Argentina S.A.,Gestiones Administrativas,7
2018,2,Movistar - Telefonica Moviles Argentina S.A.,Otros,17
2018,2,Movistar - Telefonica Moviles Argentina S.A.,Problemas Técnicos,14
2018,2,Otros,Facturación,4
2018,2,Otros,Gestiones Administrativas,9
2018,2,Otros,Otros,7
2018,2,Otros,Problemas Técnicos,23
2018,2,SION S.A.,Facturación,1
2018,2,TELECENTRO S.A.,Facturación,6
2018,2,TELECENTRO S.A.,Gestiones Administrativas,32
2018,2,TELECENTRO S.A.,Otros,5
2018,2,TELECENTRO S.A.,Problemas Técnicos,47
2018,2,Telecom Argentina S.A.,Facturación,189
2018,2,Telecom Argentina S.A.,Gestiones Administrativas,284
2018,2,Telecom Argentina S.A.,Otros,21
2018,2,Telecom Argentina S.A.,Problemas Técnicos,1479
2018,2,Telefonica de Argentina S.A.,Facturación,56
2018,2,Telefonica de Argentina S.A.,Gestiones Administrativas,181
2018,2,Telefonica de Argentina S.A.,Otros,5
2018,2,Telefonica de Argentina S.A.,Problemas Técnicos,448
2018,1,Advance Telecomunicaciones S.A. (Speedy),Facturación,1
2018,1,Advance Telecomunicaciones S.A. (Speedy),Gestiones Administrativas,3
2018,1,Advance Telecomunicaciones S.A. (Speedy),Otros,2
2018,1,Advance Telecomunicaciones S.A. (Speedy),Problemas Técnicos,13
2018,1,AMX Argentina S.A. (Claro),Facturación,8
2018,1,AMX Argentina S.A. (Claro),Gestiones Administrativas,2
2018,1,AMX Argentina S.A. (Claro),Otros,5
2018,1,AMX Argentina S.A. (Claro),Problemas Técnicos,15
2018,1,Arnet S.A.,Facturación,3
2018,1,Arnet S.A.,Gestiones Administrativas,2
2018,1,Arnet S.A.,Otros,1
2018,1,Arnet S.A.,Problemas Técnicos,22
2018,1,DIRECT TV Argentina S.A.L,Facturación,1
2018,1,DIRECT TV Argentina S.A.L,Gestiones Administrativas,10
2018,1,DIRECT TV Argentina S.A.L,Otros,2
2018,1,Fibertel S.A. (TCI),Facturación,1
2018,1,Fibertel S.A. (TCI),Gestiones Administrativas,3
2018,1,Fibertel S.A. (TCI),Otros,1
2018,1,Fibertel S.A. (TCI),Problemas Técnicos,14
2018,1,Movistar - Telefonica Moviles Argentina S.A.,Facturación,12
2018,1,Movistar - Telefonica Moviles Argentina S.A.,Gestiones Administrativas,21
2018,1,Movistar - Telefonica Moviles Argentina S.A.,Otros,18
2018,1,Movistar - Telefonica Moviles Argentina S.A.,Problemas Técnicos,15
2018,1,Nextel Communications Argentina S.A.,Gestiones Administrativas,1
2018,1,Otros,Facturación,6
2018,1,Otros,Gestiones Administrativas,4
2018,1,Otros,Otros,8
2018,1,Otros,Problemas Técnicos,35
2018,1,PRIMA,Gestiones Administrativas,1
2018,1,TELECENTRO S.A.,Facturación,9
2018,1,TELECENTRO S.A.,Gestiones Administrativas,39
2018,1,TELECENTRO S.A.,Otros,5
2018,1,TELECENTRO S.A.,Problemas Técnicos,48
2018,1,Telecom Argentina S.A.,Facturación,184
2018,1,Telecom Argentina S.A.,Gestiones Administrativas,318
2018,1,Telecom Argentina S.A.,Otros,23
2018,1,Telecom Argentina S.A.,Problemas Técnicos,1962
2018,1,Telefonica de Argentina S.A.,Facturación,87
2018,1,Telefonica de Argentina S.A.,Gestiones Administrativas,207
2018,1,Telefonica de Argentina S.A.,Otros,10
2018,1,Telefonica de Argentina S.A.,Problemas Técnicos,594
2017,12,Advance Telecomunicaciones S.A. (Speedy),Facturación,5
2017,12,Advance Telecomunicaciones S.A. (Speedy),Gestiones Administrativas,5
2017,12,Advance Telecomunicaciones S.A. (Speedy),Otros,4
2017,12,Advance Telecomunicaciones S.A. (Speedy),Problemas Técnicos,100
2017,12,AMX Argentina S.A. (Claro),Facturación,6
2017,12,AMX Argentina S.A. (Claro),Gestiones Administrativas,3
2017,12,AMX Argentina S.A. (Claro),Otros,20
2017,12,AMX Argentina S.A. (Claro),Problemas Técnicos,9
2017,12,Arnet S.A.,Facturación,16
2017,12,Arnet S.A.,Gestiones Administrativas,13
2017,12,Arnet S.A.,Otros,1
2017,12,Arnet S.A.,Problemas Técnicos,104
2017,12,DIRECT TV Argentina S.A.L,Facturación,3
2017,12,DIRECT TV Argentina S.A.L,Gestiones Administrativas,5
2017,12,DIRECT TV Argentina S.A.L,Problemas Técnicos,3
2017,12,Fibertel S.A. (TCI),Gestiones Administrativas,1
2017,12,Fibertel S.A. (TCI),Otros,1
2017,12,Fibertel S.A. (TCI),Problemas Técnicos,6
2017,12,Movistar - Telefonica Moviles Argentina S.A.,Facturación,9
2017,12,Movistar - Telefonica Moviles Argentina S.A.,Gestiones Administrativas,9
2017,12,Movistar - Telefonica Moviles Argentina S.A.,Otros,16
2017,12,Movistar - Telefonica Moviles Argentina S.A.,Problemas Técnicos,20
2017,12,NSS S.A.,Problemas Técnicos,1
2017,12,Otros,Facturación,5
2017,12,Otros,Gestiones Administrativas,5
2017,12,Otros,Otros,1
2017,12,Otros,Problemas Técnicos,16
2017,12,Personal - Telecom Personal S.A.,Facturación,19
2017,12,Personal - Telecom Personal S.A.,Gestiones Administrativas,12
2017,12,Personal - Telecom Personal S.A.,Otros,16
2017,12,Personal - Telecom Personal S.A.,Problemas Técnicos,15
2017,12,TELECENTRO S.A.,Facturación,6
2017,12,TELECENTRO S.A.,Gestiones Administrativas,23
2017,12,TELECENTRO S.A.,Otros,11
2017,12,TELECENTRO S.A.,Problemas Técnicos,38
2017,12,Telecom Argentina S.A.,Facturación,102
2017,12,Telecom Argentina S.A.,Gestiones Administrativas,209
2017,12,Telecom Argentina S.A.,Problemas Técnicos,1426
2017,12,Telefonica de Argentina S.A.,Facturación,48
2017,12,Telefonica de Argentina S.A.,Gestiones Administrativas,122
2017,12,Telefonica de Argentina S.A.,Problemas Técnicos,324
2017,12,TELMEX Argentina S.A.,Gestiones Administrativas,1
2017,11,Advance Telecomunicaciones S.A. (Speedy),Facturación,5
2017,11,Advance Telecomunicaciones S.A. (Speedy),Gestiones Administrativas,18
2017,11,Advance Telecomunicaciones S.A. (Speedy),Problemas Técnicos,70
2017,11,AMX Argentina S.A. (Claro),Facturación,4
2017,11,AMX Argentina S.A. (Claro),Gestiones Administrativas,1
2017,11,AMX Argentina S.A. (Claro),Otros,5
2017,11,AMX Argentina S.A. (Claro),Problemas Técnicos,8
2017,11,Arnet S.A.,Facturación,26
2017,11,Arnet S.A.,Gestiones Administrativas,20
2017,11,Arnet S.A.,Otros,3
2017,11,Arnet S.A.,Problemas Técnicos,132
2017,11,DIRECT TV Argentina S.A.L,Facturación,1
2017,11,DIRECT TV Argentina S.A.L,Gestiones Administrativas,4
2017,11,DIRECT TV Argentina S.A.L,Problemas Técnicos,2
2017,11,Fibertel S.A. (TCI),Facturación,3
2017,11,Fibertel S.A. (TCI),Gestiones Administrativas,2
2017,11,Fibertel S.A. (TCI),Otros,1
2017,11,Fibertel S.A. (TCI),Problemas Técnicos,3
2017,11,Movistar - Telefonica Moviles Argentina S.A.,Facturación,20
2017,11,Movistar - Telefonica Moviles Argentina S.A.,Gestiones Administrativas,11
2017,11,Movistar - Telefonica Moviles Argentina S.A.,Otros,25
2017,11,Movistar - Telefonica Moviles Argentina S.A.,Problemas Técnicos,13
2017,11,Nextel Communications Argentina S.A.,Facturación,1
2017,11,Otros,Facturación,3
2017,11,Otros,Gestiones Administrativas,8
2017,11,Otros,Otros,4
2017,11,Otros,Problemas Técnicos,13
2017,11,Personal - Telecom Personal S.A.,Facturación,40
2017,11,Personal - Telecom Personal S.A.,Gestiones Administrativas,15
2017,11,Personal - Telecom Personal S.A.,Otros,9
2017,11,Personal - Telecom Personal S.A.,Problemas Técnicos,10
2017,11,SION S.A.,Problemas Técnicos,2
