Año,Mes,Operador,Motivo de reclamo,Número de reclamos
2017,11,TELECENTRO S.A.,Facturación,9
2017,11,TELECENTRO S.A.,Gestiones Administrativas,31
2017,11,TELECENTRO S.A.,Otros,8
2017,11,TELECENTRO S.A.,Problemas Técnicos,44
2017,11,Telecom Argentina S.A.,Facturación,128
2017,11,Telecom Argentina S.A.,Gestiones Administrativas,274
2017,11,Telecom Argentina S.A.,Problemas Técnicos,1845
2017,11,Telefonica de Argentina S.A.,Facturación,75
2017,11,Telefonica de Argentina S.A.,Gestiones Administrativas,135
2017,11,Telefonica de Argentina S.A.,Problemas Técnicos,300
2017,11,TELMEX Argentina S.A.,Facturación,1
2017,11,TELMEX Argentina S.A.,Gestiones Administrativas,1
2017,11,TELMEX Argentina S.A.,Problemas Técnicos,9
2017,10,Advance Telecomunicaciones S.A. (Speedy),Facturación,6
2017,10,Advance Telecomunicaciones S.A. (Speedy),Gestiones Administrativas,15
2017,10,Advance Telecomunicaciones S.A. (Speedy),Otros,7
2017,10,Advance Telecomunicaciones S.A. (Speedy),Problemas Técnicos,90
2017,10,AMX Argentina S.A. (Claro),Facturación,5
2017,10,AMX Argentina S.A. (Claro),Gestiones Administrativas,1
2017,10,AMX Argentina S.A. (Claro),Otros,14
2017,10,AMX Argentina S.A. (Claro),Problemas Técnicos,18
2017,10,Arnet S.A.,Facturación,29
2017,10,Arnet S.A.,Gestiones Administrativas,20
2017,10,Arnet S.A.,Otros,5
2017,10,Arnet S.A.,Problemas Técnicos,105
2017,10,Fibertel S.A. (TCI),Gestiones Administrativas,1
2017,10,Fibertel S.A. (TCI),Otros,4
2017,10,Fibertel S.A. (TCI),Problemas Técnicos,7
2017,10,Movistar - Telefonica Moviles Argentina S.A.,Facturación,19
2017,10,Movistar - Telefonica Moviles Argentina S.A.,Gestiones Administrativas,5
2017,10,Movistar - Telefonica Moviles Argentina S.A.,Otros,22
2017,10,Movistar - Telefonica Moviles Argentina S.A.,Problemas Técnicos,21
2017,10,Nextel Communications Argentina S.A.,Otros,1
2017,10,Otros,Facturación,5
2017,10,Otros,Gestiones Administrativas,10
2017,10,Otros,Otros,2
2017,10,Otros,Problemas Técnicos,21
2017,10,Personal - Telecom Personal S.A.,Facturación,44
2017,10,Personal - Telecom Personal S.A.,Gestiones Administrativas,23
2017,10,Personal - Telecom Personal S.A.,Otros,25
2017,10,Personal - Telecom Personal S.A.,Problemas Técnicos,38
2017,10,SION S.A.,Gestiones Administrativas,1
2017,10,TELECENTRO S.A.,Facturación,9
2017,10,TELECENTRO S.A.,Gestiones Administrativas,40
2017,10,TELECENTRO S.A.,Otros,3
2017,10,TELECENTRO S.A.,Problemas Técnicos,29
2017,10,Telecom Argentina S.A.,Facturación,142
2017,10,Telecom Argentina S.A.,Gestiones Administrativas,274
2017,10,Telecom Argentina S.A.,Problemas Técnicos,1567
2017,10,Telefonica de Argentina S.A.,Facturación,54
2017,10,Telefonica de Argentina S.A.,Gestiones Administrativas,135
2017,10,Telefonica de Argentina S.A.,Problemas Técnicos,341
2017,10,TELMEX Argentina S.A.,Gestiones Administrativas,1
2017,10,TELMEX Argentina S.A.,Problemas Técnicos,7
2017,9,Advance Telecomunicaciones S.A. (Speedy),Facturación,13
2017,9,Advance Telecomunicaciones S.A. (Speedy),Gestiones Administrativas,14
2017,9,Advance Telecomunicaciones S.A. (Speedy),Otros,8
2017,9,Advance Telecomunicaciones S.A. (Speedy),Problemas Técnicos,99
2017,9,AMX Argentina S.A. (Claro),Facturación,3
2017,9,AMX Argentina S.A. (Claro),Gestiones Administrativas,3
2017,9,AMX Argentina S.A. (Claro),Otros,10
2017,9,AMX Argentina S.A. (Claro),Problemas Técnicos,32
2017,9,Arnet S.A.,Facturación,45
2017,9,Arnet S.A.,Gestiones Administrativas,24
2017,9,Arnet S.A.,Otros,7
2017,9,Arnet S.A.,Problemas Técnicos,106
2017,9,Fibertel S.A. (TCI),Facturación,2
2017,9,Fibertel S.A. (TCI),Gestiones Administrativas,1
2017,9,Fibertel S.A. (TCI),Otros,2
2017,9,Fibertel S.A. (TCI),Problemas Técnicos,11
2017,9,Movistar - Telefonica Moviles Argentina S.A.,Facturación,22
2017,9,Movistar - Telefonica Moviles Argentina S.A.,Gestiones Administrativas,18
2017,9,Movistar - Telefonica Moviles Argentina S.A.,Otros,27
2017,9,Movistar - Telefonica Moviles Argentina S.A.,Problemas Técnicos,24
2017,9,Otros,Facturación,3
2017,9,Otros,Gestiones Administrativas,7
2017,9,Otros,Otros,4
2017,9,Otros,Problemas Técnicos,16
2017,9,Personal - Telecom Personal S.A.,Facturación,51
2017,9,Personal - Telecom Personal S.A.,Gestiones Administrativas,23
2017,9,Personal - Telecom Personal S.A.,Otros,32
2017,9,Personal - Telecom Personal S.A.,Problemas Técnicos,7
2017,9,TELECENTRO S.A.,Facturación,9
2017,9,TELECENTRO S.A.,Gestiones Administrativas,13
2017,9,TELECENTRO S.A.,Otros,2
2017,9,TELECENTRO S.A.,Problemas Técnicos,19
2017,9,Telecom Argentina S.A.,Facturación,127
2017,9,Telecom Argentina S.A.,Gestiones Administrativas,280
2017,9,Telecom Argentina S.A.,Problemas Técnicos,1220
2017,9,Telefonica de Argentina S.A.,Facturación,77
2017,9,Telefonica de Argentina S.A.,Gestiones Administrativas,142
2017,9,Telefonica de Argentina S.A.,Problemas Técnicos,309
2017,9,TELMEX Argentina S.A.,Gestiones Administrativas,3
2017,9,TELMEX Argentina S.A.,Problemas Técnicos,2
2017,8,Advance Telecomunicaciones S.A. (Speedy),Facturación,32
2017,8,Advance Telecomunicaciones S.A. (Speedy),Gestiones Administrativas,26
2017,8,Advance Telecomunicaciones S.A. (Speedy),Otros,13
2017,8,Advance Telecomunicaciones S.A. (Speedy),Problemas Técnicos,145
2017,8,AMX Argentina S.A. (Claro),Facturación,8
2017,8,AMX Argentina S.A. (Claro),Gestiones Administrativas,4
2017,8,AMX Argentina S.A. (Claro),Otros,8
2017,8,AMX Argentina S.A. (Claro),Problemas Técnicos,10
2017,8,Arnet S.A.,Facturación,51
2017,8,Arnet S.A.,Gestiones Administrativas,20
2017,8,Arnet S.A.,Otros,12
2017,8,Arnet S.A.,Problemas Técnicos,131
2017,8,Fibertel S.A. (TCI),Facturación,2
2017,8,Fibertel S.A. (TCI),Gestiones Administrativas,2
2017,8,Fibertel S.A. (TCI),Otros,8
2017,8,Fibertel S.A. (TCI),Problemas Técnicos,7
2017,8,Movistar - Telefonica Moviles Argentina S.A.,Facturación,30
2017,8,Movistar - Telefonica Moviles Argentina S.A.,Gestiones Administrativas,12
2017,8,Movistar - Telefonica Moviles Argentina S.A.,Otros,31
2017,8,Movistar - Telefonica Moviles Argentina S.A.,Problemas Técnicos,10
2017,8,Nextel Communications Argentina S.A.,Facturación,1
2017,8,Otros,Facturación,11
2017,8,Otros,Gestiones Administrativas,3
2017,8,Otros,Otros,4
2017,8,Otros,Problemas Técnicos,21
2017,8,Personal - Telecom Personal S.A.,Facturación,52
2017,8,Personal - Telecom Personal S.A.,Gestiones Administrativas,17
2017,8,Personal - Telecom Personal S.A.,Otros,35
2017,8,Personal - Telecom Personal S.A.,Problemas Técnicos,15
2017,8,TELECENTRO S.A.,Facturación,13
2017,8,TELECENTRO S.A.,Gestiones Administrativas,19
2017,8,TELECENTRO S.A.,Otros,6
2017,8,TELECENTRO S.A.,Problemas Técnicos,16
2017,8,Telecom Argentina S.A.,Facturación,174
2017,8,Telecom Argentina S.A.,Gestiones Administrativas,284
2017,8,Telecom Argentina S.A.,Problemas Técnicos,1385
2017,8,Telefonica de Argentina S.A.,Facturación,109
2017,8,Telefonica de Argentina S.A.,Gestiones Administrativas,167
2017,8,Telefonica de Argentina S.A.,Problemas Técnicos,343
2017,8,TELMEX Argentina S.A.,Gestiones Administrativas,1
2017,8,TELMEX Argentina S.A.,Problemas Técnicos,11
2017,7,Advance Telecomunicaciones S.A. (Speedy),Facturación,10
2017,7,Advance Telecomunicaciones S.A. (Speedy),Gestiones Administrativas,15
2017,7,Advance Telecomunicaciones S.A. (Speedy),Otros,6
2017,7,Advance Telecomunicaciones S.A. (Speedy),Problemas Técnicos,121
2017,7,AMX Argentina S.A. (Claro),Facturación,5
2017,7,AMX Argentina S.A. (Claro),Gestiones Administrativas,8
2017,7,AMX Argentina S.A. (Claro),Otros,8
2017,7,AMX Argentina S.A. (Claro),Problemas Técnicos,15
2017,7,Arnet S.A.,Facturación,51
2017,7,Arnet S.A.,Gestiones Administrativas,17
2017,7,Arnet S.A.,Otros,9
2017,7,Arnet S.A.,Problemas Técnicos,113
2017,7,Fibertel S.A. (TCI),Facturación,2
2017,7,Fibertel S.A. (TCI),Gestiones Administrativas,2
2017,7,Fibertel S.A. (TCI),Otros,3
2017,7,Fibertel S.A. (TCI),Problemas Técnicos,1
2017,7,Movistar - Telefonica Moviles Argentina S.A.,Facturación,33
2017,7,Movistar - Telefonica Moviles Argentina S.A.,Gestiones Administrativas,20
2017,7,Movistar - Telefonica Moviles Argentina S.A.,Otros,31
2017,7,Movistar - Telefonica Moviles Argentina S.A.,Problemas Técnicos,17
2017,7,Nextel Communications Argentina S.A.,Gestiones Administrativas,1
2017,7,Nextel Communications Argentina S.A.,Otros,2
2017,7,Otros,Facturación,4
2017,7,Otros,Gestiones Administrativas,7
2017,7,Otros,Otros,5
2017,7,Otros,Problemas Técnicos,27
2017,7,Personal - Telecom Personal S.A.,Facturación,55
2017,7,Personal - Telecom Personal S.A.,Gestiones Administrativas,19
2017,7,Personal - Telecom Personal S.A.,Otros,44
2017,7,Personal - Telecom Personal S.A.,Problemas Técnicos,17
2017,7,TELECENTRO S.A.,Facturación,10
2017,7,TELECENTRO S.A.,Gestiones Administrativas,17
2017,7,TELECENTRO S.A.,Otros,5
2017,7,TELECENTRO S.A.,Problemas Técnicos,24
2017,7,Telecom Argentina S.A.,Facturación,157
2017,7,Telecom Argentina S.A.,Gestiones Administrativas,308
2017,7,Telecom Argentina S.A.,Problemas Técnicos,1331
2017,7,Telefonica de Argentina S.A.,Facturación,97
2017,7,Telefonica de Argentina S.A.,Gestiones Administrativas,178
2017,7,Telefonica de Argentina S.A.,Problemas Técnicos,283
2017,7,TELMEX Argentina S.A.,Facturación,1
2017,7,TELMEX Argentina S.A.,Gestiones Administrativas,4
2017,7,TELMEX Argentina S.A.,Problemas Técnicos,13
2017,6,Advance Telecomunicaciones S.A. (Speedy),Facturación,15
2017,6,Advance Telecomunicaciones S.A. (Speedy),Gestiones Administrativas,25
2017,6,Advance Telecomunicaciones S.A. (Speedy),Otros,15
2017,6,Advance Telecomunicaciones S.A. (Speedy),Problemas Técnicos,107
2017,6,AMX Argentina S.A. (Claro),Facturación,5
2017,6,AMX Argentina S.A. (Claro),Gestiones Administrativas,7
2017,6,AMX Argentina S.A. (Claro),Otros,26
2017,6,AMX Argentina S.A. (Claro),Problemas Técnicos,12
2017,6,Arnet S.A.,Facturación,66
2017,6,Arnet S.A.,Gestiones Administrativas,36
2017,6,Arnet S.A.,Otros,10
2017,6,Arnet S.A.,Problemas Técnicos,105
2017,6,Fibertel S.A. (TCI),Facturación,2
2017,6,Fibertel S.A. (TCI),Gestiones Administrativas,2
2017,6,Fibertel S.A. (TCI),Otros,2
2017,6,Fibertel S.A. (TCI),Problemas Técnicos,4
2017,6,Movistar - Telefonica Moviles Argentina S.A.,Facturación,34
2017,6,Movistar - Telefonica Moviles Argentina S.A.,Gestiones Administrativas,25
2017,6,Movistar - Telefonica Moviles Argentina S.A.,Otros,43
2017,6,Movistar - Telefonica Moviles Argentina S.A.,Problemas Técnicos,14
2017,6,Nextel Communications Argentina S.A.,Facturación,3
2017,6,Nextel Communications Argentina S.A.,Gestiones Administrativas,1
2017,6,Nextel Communications Argentina S.A.,Otros,1
2017,6,Otros,Facturación,4
2017,6,Otros,Gestiones Administrativas,6
2017,6,Otros,Otros,5
2017,6,Otros,Problemas Técnicos,20
2017,6,Personal - Telecom Personal S.A.,Facturación,40
2017,6,Personal - Telecom Personal S.A.,Gestiones Administrativas,20
2017,6,Personal - Telecom Personal S.A.,Otros,50
2017,6,Personal - Telecom Personal S.A.,Problemas Técnicos,10
2017,6,TELECENTRO S.A.,Facturación,14
2017,6,TELECENTRO S.A.,Gestiones Administrativas,19
2017,6,TELECENTRO S.A.,Otros,7
2017,6,TELECENTRO S.A.,Problemas Técnicos,29
2017,6,Telecom Argentina S.A.,Facturación,193
2017,6,Telecom Argentina S.A.,Gestiones Administrativas,345
2017,6,Telecom Argentina S.A.,Problemas Técnicos,1266
2017,6,Telefonica de Argentina S.A.,Facturación,109
2017,6,Telefonica de Argentina S.A.,Gestiones Administrativas,175
2017,6,Telefonica de Argentina S.A.,Problemas Técnicos,276
2017,6,TELMEX Argentina S.A.,Facturación,2
2017,6,TELMEX Argentina S.A.,Gestiones Administrativas,2
2017,6,TELMEX Argentina S.A.,Problemas Técnicos,10
2017,5,Advance Telecomunicaciones S.A. (Speedy),Facturación,13
2017,5,Advance Telecomunicaciones S.A. (Speedy),Gestiones Administrativas,15
2017,5,Advance Telecomunicaciones S.A. (Speedy),Otros,6
2017,5,Advance Telecomunicaciones S.A. (Speedy),Problemas Técnicos,109
2017,5,AMX Argentina S.A. (Claro),Facturación,8
2017,5,AMX Argentina S.A. (Claro),Gestiones Administrativas,7
2017,5,AMX Argentina S.A. (Claro),Otros,14
2017,5,AMX Argentina S.A. (Claro),Problemas Técnicos,10
2017,5,Arnet S.A.,Facturación,82
2017,5,Arnet S.A.,Gestiones Administrativas,34
2017,5,Arnet S.A.,Otros,9
2017,5,Arnet S.A.,Problemas Técnicos,151
2017,5,Fibertel S.A. (TCI),Facturación,3
2017,5,Fibertel S.A. (TCI),Gestiones Administrativas,2
2017,5,Fibertel S.A. (TCI),Otros,1
2017,5,Fibertel S.A. (TCI),Problemas Técnicos,8
2017,5,Movistar - Telefonica Moviles Argentina S.A.,Facturación,33
2017,5,Movistar - Telefonica Moviles Argentina S.A.,Gestiones Administrativas,14
2017,5,Movistar - Telefonica Moviles Argentina S.A.,Otros,39
2017,5,Movistar - Telefonica Moviles Argentina S.A.,Problemas Técnicos,10
2017,5,Nextel Communications Argentina S.A.,Gestiones Administrativas,1
2017,5,Otros,Facturación,5
2017,5,Otros,Gestiones Administrativas,7
2017,5,Otros,Otros,4
2017,5,Otros,Problemas Técnicos,43
2017,5,Personal - Telecom Personal S.A.,Facturación,57
2017,5,Personal - Telecom Personal S.A.,Gestiones Administrativas,26
2017,5,Personal - Telecom Personal S.A.,Otros,59
2017,5,Personal - Telecom Personal S.A.,Problemas Técnicos,24
2017,5,TELECENTRO S.A.,Gestiones Administrativas,6
2017,5,TELECENTRO S.A.,Otros,3
2017,5,TELECENTRO S.A.,Problemas Técnicos,7
2017,5,Telecom Argentina S.A.,Facturación,256
2017,5,Telecom Argentina S.A.,Gestiones Administrativas,425
2017,5,Telecom Argentina S.A.,Problemas Técnicos,1609
2017,5,Telefonica de Argentina S.A.,Facturación,87
2017,5,Telefonica de Argentina S.A.,Gestiones Administrativas,188
2017,5,Telefonica de Argentina S.A.,Problemas Técnicos,336
2017,5,TELMEX Argentina S.A.,Facturación,1
2017,5,TELMEX Argentina S.A.,Gestiones Administrativas,2
2017,5,TELMEX Argentina S.A.,Problemas Técnicos,4
2017,4,Advance Telecomunicaciones S.A. (Speedy),Facturación,11
2017,4,Advance Telecomunicaciones S.A. (Speedy),Gestiones Administrativas,18
2017,4,Advance Telecomunicaciones S.A. (Speedy),Otros,11
2017,4,Advance Telecomunicaciones S.A. (Speedy),Problemas Técnicos,109
2017,4,AMX Argentina S.A. (Claro),Facturación,8
2017,4,AMX Argentina S.A. (Claro),Gestiones Administrativas,3
2017,4,AMX Argentina S.A. (Claro),Otros,10
2017,4,AMX Argentina S.A. (Claro),Problemas Técnicos,16
2017,4,Arnet S.A.,Facturación,53
2017,4,Arnet S.A.,Gestiones Administrativas,41
2017,4,Arnet S.A.,Otros,6
2017,4,Arnet S.A.,Problemas Técnicos,129
2017,4,Fibertel S.A. (TCI),Facturación,1
2017,4,Fibertel S.A. (TCI),Gestiones Administrativas,3
2017,4,Fibertel S.A. (TCI),Otros,4
2017,4,Fibertel S.A. (TCI),Problemas Técnicos,9
2017,4,Movistar - Telefonica Moviles Argentina S.A.,Facturación,28
2017,4,Movistar - Telefonica Moviles Argentina S.A.,Gestiones Administrativas,20
2017,4,Movistar - Telefonica Moviles Argentina S.A.,Otros,27
2017,4,Movistar - Telefonica Moviles Argentina S.A.,Problemas Técnicos,17
2017,4,Nextel Communications Argentina S.A.,Gestiones Administrativas,4
2017,4,Nextel Communications Argentina S.A.,Otros,2
2017,4,Otros,Facturación,3
2017,4,Otros,Gestiones Administrativas,5
2017,4,Otros,Otros,3
2017,4,Otros,Problemas Técnicos,12
2017,4,Personal - Telecom Personal S.A.,Facturación,51
2017,4,Personal - Telecom Personal S.A.,Gestiones Administrativas,23
2017,4,Personal - Telecom Personal S.A.,Otros,43
2017,4,Personal - Telecom Personal S.A.,Problemas Técnicos,21
2017,4,SION S.A.,Problemas Técnicos,1
2017,4,TELECENTRO S.A.,Facturación,1
2017,4,TELECENTRO S.A.,Gestiones Administrativas,3
2017,4,TELECENTRO S.A.,Otros,1
2017,4,TELECENTRO S.A.,Problemas Técnicos,2
2017,4,Telecom Argentina S.A.,Facturación,163
2017,4,Telecom Argentina S.A.,Gestiones Administrativas,398
2017,4,Telecom Argentina S.A.,Problemas Técnicos,1364
2017,4,Telefonica de Argentina S.A.,Facturación,75
2017,4,Telefonica de Argentina S.A.,Gestiones Administrativas,187
2017,4,Telefonica de Argentina S.A.,Problemas Técnicos,394
2017,4,TELMEX Argentina S.A.,Facturación,1
2017,4,TELMEX Argentina S.A.,Gestiones Administrativas,2
2017,4,TELMEX Argentina S.A.,Problemas Técnicos,15
2017,3,Advance Telecomunicaciones S.A. (Speedy),Facturación,14
2017,3,Advance Telecomunicaciones S.A. (Speedy),Gestiones Administrativas,24
2017,3,Advance Telecomunicaciones S.A. (Speedy),Otros,9
2017,3,Advance Telecomunicaciones S.A. (Speedy),Problemas Técnicos,132
2017,3,AMX Argentina S.A. (Claro),Facturación,8
2017,3,AMX Argentina S.A. (Claro),Gestiones Administrativas,6
2017,3,AMX Argentina S.A. (Claro),Otros,10
2017,3,AMX Argentina S.A. (Claro),Problemas Técnicos,19
2017,3,Arnet S.A.,Facturación,56
2017,3,Arnet S.A.,Gestiones Administrativas,23
2017,3,Arnet S.A.,Otros,8
2017,3,Arnet S.A.,Problemas Técnicos,194
2017,3,Fibertel S.A. (TCI),Otros,1
2017,3,Fibertel S.A. (TCI),Problemas Técnicos,5
2017,3,Movistar - Telefonica Moviles Argentina S.A.,Facturación,42
2017,3,Movistar - Telefonica Moviles Argentina S.A.,Gestiones Administrativas,18
2017,3,Movistar - Telefonica Moviles Argentina S.A.,Otros,35
2017,3,Movistar - Telefonica Moviles Argentina S.A.,Problemas Técnicos,22
2017,3,Nextel Communications Argentina S.A.,Facturación,1
2017,3,Nextel Communications Argentina S.A.,Otros,1
2017,3,Otros,Facturación,2
2017,3,Otros,Gestiones Administrativas,5
2017,3,Otros,Otros,3
2017,3,Otros,Problemas Técnicos,32
2017,3,Personal - Telecom Personal S.A.,Facturación,73
2017,3,Personal - Telecom Personal S.A.,Gestiones Administrativas,28
2017,3,Personal - Telecom Personal S.A.,Otros,30
2017,3,Personal - Telecom Personal S.A.,Problemas Técnicos,20
2017,3,SION S.A.,Gestiones Administrativas,1
2017,3,SION S.A.,Problemas Técnicos,1
2017,3,TELECENTRO S.A.,Facturación,5
2017,3,TELECENTRO S.A.,Gestiones Administrativas,6
2017,3,TELECENTRO S.A.,Otros,2
2017,3,TELECENTRO S.A.,Problemas Técnicos,7
2017,3,Telecom Argentina S.A.,Facturación,210
2017,3,Telecom Argentina S.A.,Gestiones Administrativas,464
2017,3,Telecom Argentina S.A.,Problemas Técnicos,1943
2017,3,Telefonica de Argentina S.A.,Facturación,70
2017,3,Telefonica de Argentina S.A.,Gestiones Administrativas,181
2017,3,Telefonica de Argentina S.A.,Problemas Técnicos,443
2017,3,TELMEX Argentina S.A.,Facturación,1
2017,3,TELMEX Argentina S.A.,Gestiones Administrativas,8
2017,3,TELMEX Argentina S.A.,Otros,1
2017,3,TELMEX Argentina S.A.,Problemas Técnicos,6
2017,2,Advance Telecomunicaciones S.A. (Speedy),Facturación,7
2017,2,Advance Telecomunicaciones S.A. (Speedy),Gestiones Administrativas,15
2017,2,Advance Telecomunicaciones S.A. (Speedy),Otros,9
2017,2,Advance Telecomunicaciones S.A. (Speedy),Problemas Técnicos,98
2017,2,AMX Argentina S.A. (Claro),Facturación,5
2017,2,AMX Argentina S.A. (Claro),Gestiones Administrativas,6
2017,2,AMX Argentina S.A. (Claro),Otros,9
2017,2,AMX Argentina S.A. (Claro),Problemas Técnicos,13
2017,2,Arnet S.A.,Facturación,56
2017,2,Arnet S.A.,Gestiones Administrativas,12
2017,2,Arnet S.A.,Otros,10
2017,2,Arnet S.A.,Problemas Técnicos,137
2017,2,Fibertel S.A. (TCI),Facturación,3
2017,2,Fibertel S.A. (TCI),Gestiones Administrativas,1
2017,2,Fibertel S.A. (TCI),Otros,1
2017,2,Fibertel S.A. (TCI),Problemas Técnicos,10
2017,2,Movistar - Telefonica Moviles Argentina S.A.,Facturación,18
2017,2,Movistar - Telefonica Moviles Argentina S.A.,Gestiones Administrativas,17
2017,2,Movistar - Telefonica Moviles Argentina S.A.,Otros,26
2017,2,Movistar - Telefonica Moviles Argentina S.A.,Problemas Técnicos,19
2017,2,Nextel Communications Argentina S.A.,Gestiones Administrativas,1
2017,2,Otros,Facturación,4
2017,2,Otros,Gestiones Administrativas,2
2017,2,Otros,Problemas Técnicos,13
2017,2,Personal - Telecom Personal S.A.,Facturación,78
2017,2,Personal - Telecom Personal S.A.,Gestiones Administrativas,27
2017,2,Personal - Telecom Personal S.A.,Otros,40
2017,2,Personal - Telecom Personal S.A.,Problemas Técnicos,15
2017,2,SION S.A.,Facturación,2
2017,2,SION S.A.,Gestiones Administrativas,1
2017,2,SION S.A.,Problemas Técnicos,1
2017,2,TELECENTRO S.A.,Gestiones Administrativas,8
2017,2,TELECENTRO S.A.,Otros,1
2017,2,TELECENTRO S.A.,Problemas Técnicos,4
2017,2,Telecom Argentina S.A.,Facturación,106
2017,2,Telecom Argentina S.A.,Gestiones Administrativas,344
2017,2,Telecom Argentina S.A.,Problemas Técnicos,1541
2017,2,Telefonica de Argentina S.A.,Facturación,50
2017,2,Telefonica de Argentina S.A.,Gestiones Administrativas,138
2017,2,Telefonica de Argentina S.A.,Problemas Técnicos,336
2017,2,TELMEX Argentina S.A.,Facturación,1
2017,2,TELMEX Argentina S.A.,Gestiones Administrativas,7
2017,2,TELMEX Argentina S.A.,Problemas Técnicos,12
2017,1,Advance Telecomunicaciones S.A. (Speedy),Facturación,4
2017,1,Advance Telecomunicaciones S.A. (Speedy),Gestiones Administrativas,17
2017,1,Advance Telecomunicaciones S.A. (Speedy),Otros,11
2017,1,Advance Telecomunicaciones S.A. (Speedy),Problemas Técnicos,122
2017,1,AMX Argentina S.A. (Claro),Facturación,13
2017,1,AMX Argentina S.A. (Claro),Gestiones Administrativas,1
2017,1,AMX Argentina S.A. (Claro),Otros,5
2017,1,AMX Argentina S.A. (Claro),Problemas Técnicos,18
2017,1,Arnet S.A.,Facturación,69
2017,1,Arnet S.A.,Gestiones Administrativas,23
2017,1,Arnet S.A.,Otros,14
2017,1,Arnet S.A.,Problemas Técnicos,147
2017,1,Fibertel S.A. (TCI),Facturación,4
2017,1,Fibertel S.A. (TCI),Gestiones Administrativas,1
2017,1,Fibertel S.A. (TCI),Otros,2
2017,1,Fibertel S.A. (TCI),Problemas Técnicos,7
2017,1,Movistar - Telefonica Moviles Argentina S.A.,Facturación,40
2017,1,Movistar - Telefonica Moviles Argentina S.A.,Gestiones Administrativas,21
2017,1,Movistar - Telefonica Moviles Argentina S.A.,Otros,26
2017,1,Movistar - Telefonica Moviles Argentina S.A.,Problemas Técnicos,12
2017,1,Nextel Communications Argentina S.A.,Facturación,1
2017,1,Nextel Communications Argentina S.A.,Gestiones Administrativas,1
2017,1,Otros,Facturación,5
2017,1,Otros,Gestiones Administrativas,5
2017,1,Otros,Otros,2
2017,1,Otros,Problemas Técnicos,13
2017,1,Personal - Telecom Personal S.A.,Facturación,86
2017,1,Personal - Telecom Personal S.A.,Gestiones Administrativas,20
2017,1,Personal - Telecom Personal S.A.,Otros,41
2017,1,Personal - Telecom Personal S.A.,Problemas Técnicos,15
2017,1,SION S.A.,Gestiones Administrativas,1
2017,1,TELECENTRO S.A.,Facturación,6
2017,1,TELECENTRO S.A.,Gestiones Administrativas,9
2017,1,TELECENTRO S.A.,Otros,1
2017,1,TELECENTRO S.A.,Problemas Técnicos,5
2017,1,Telecom Argentina S.A.,Facturación,137
2017,1,Telecom Argentina S.A.,Gestiones Administrativas,368
2017,1,Telecom Argentina S.A.,Problemas Técnicos,1839
2017,1,Telefonica de Argentina S.A.,Facturación,60
2017,1,Telefonica de Argentina S.A.,Gestiones Administrativas,189
2017,1,Telefonica de Argentina S.A.,Problemas Técnicos,347
2017,1,TELMEX Argentina S.A.,Gestiones Administrativas,7
2017,1,TELMEX Argentina S.A.,Otros,1
2017,1,TELMEX Argentina S.A.,Problemas Técnicos,6
